vehicle_no,date,arrival_time,exit_time
MHQL0365,2024-10-14,2024-10-14 12:20:00,2024-10-14 19:20:00
MHRU7783,2024-10-14,2024-10-14 12:20:00,2024-10-14 17:40:00
MHKT1122,2024-10-14,2024-10-14 12:20:00,2024-10-14 17:40:00
MHFJ8877,2024-10-14,2024-10-14 12:20:00,2024-10-14 19:20:00
MHIV8175,2024-10-14,2024-10-14 12:20:00,2024-10-14 17:20:00
MHDT3897,2024-10-14,2024-10-14 12:20:00,2024-10-14 17:00:00
MHCO4287,2024-10-14,2024-10-14 12:20:00,2024-10-14 19:20:00
MHHW0035,2024-10-14,2024-10-14 12:20:00,2024-10-14 18:20:00
MHRW4365,2024-10-14,2024-10-14 12:20:00,2024-10-14 19:20:00
MHSE5309,2024-10-14,2024-10-14 12:20:00,2024-10-14 17:40:00
MHJU9368,2024-10-14,2024-10-14 12:20:00,2024-10-14 18:20:00
MHFV6165,2024-10-14,2024-10-14 12:20:00,2024-10-14 17:00:00
MHDR7934,2024-10-14,2024-10-14 12:20:00,2024-10-14 18:20:00
MHMM0524,2024-10-14,2024-10-14 12:40:00,2024-10-14 18:20:00
MHBX3091,2024-10-14,2024-10-14 12:40:00,2024-10-14 17:40:00
MHLH1797,2024-10-14,2024-10-14 12:40:00,2024-10-14 17:40:00
MHBO0950,2024-10-14,2024-10-14 12:40:00,2024-10-14 18:00:00
MHWY5484,2024-10-14,2024-10-14 12:40:00,2024-10-14 17:40:00
MHQG7179,2024-10-14,2024-10-14 12:40:00,2024-10-14 18:20:00
MHHE8912,2024-10-14,2024-10-14 12:40:00,2024-10-14 18:00:00
MHIR1981,2024-10-14,2024-10-14 12:40:00,2024-10-14 20:00:00
MHXU7939,2024-10-14,2024-10-14 12:40:00,2024-10-14 20:00:00
MHHN2659,2024-10-14,2024-10-14 12:40:00,2024-10-14 17:40:00
MHXX2356,2024-10-14,2024-10-14 12:40:00,2024-10-14 17:40:00
MHLQ2065,2024-10-14,2024-10-14 12:40:00,2024-10-14 18:40:00
MHWW6367,2024-10-14,2024-10-14 12:40:00,2024-10-14 19:00:00
MHEQ9842,2024-10-14,2024-10-14 12:40:00,
MHSE1460,2024-10-14,2024-10-14 12:40:00,2024-10-14 19:40:00
MHZX1159,2024-10-14,2024-10-14 12:40:00,2024-10-14 17:40:00
MHGX7953,2024-10-14,2024-10-14 12:40:00,2024-10-14 19:00:00
MHTD3437,2024-10-14,2024-10-14 12:40:00,2024-10-14 19:00:00
MHFU2443,2024-10-14,2024-10-14 12:40:00,2024-10-14 19:00:00
MHJY6630,2024-10-14,2024-10-14 12:40:00,2024-10-14 19:00:00
MHTQ4718,2024-10-14,2024-10-14 13:00:00,2024-10-14 18:00:00
MHFK1032,2024-10-14,2024-10-14 13:00:00,2024-10-14 20:00:00
MHOV6810,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:20:00
MHRT3772,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:40:00
MHFT0598,2024-10-14,2024-10-14 13:00:00,2024-10-14 17:40:00
MHSZ0859,2024-10-14,2024-10-14 13:00:00,2024-10-14 20:00:00
MHYQ9918,2024-10-14,2024-10-14 13:00:00,2024-10-14 20:00:00
MHYP8083,2024-10-14,2024-10-14 13:00:00,2024-10-14 18:20:00
MHDL1034,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:40:00
MHMP1206,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:20:00
MHFC3961,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:20:00
MHOJ2693,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:40:00
MHBY0626,2024-10-14,2024-10-14 13:00:00,2024-10-14 17:40:00
MHVV7140,2024-10-14,2024-10-14 13:00:00,2024-10-14 18:20:00
MHBV6321,2024-10-14,2024-10-14 13:00:00,2024-10-14 20:00:00
MHKD3627,2024-10-14,2024-10-14 13:00:00,2024-10-14 19:40:00
MHRK1477,2024-10-14,2024-10-14 13:20:00,2024-10-14 18:40:00
MHBJ8533,2024-10-14,2024-10-14 13:20:00,2024-10-14 18:40:00
MHPT5235,2024-10-14,2024-10-14 13:20:00,
MHWI2684,2024-10-14,2024-10-14 13:20:00,2024-10-14 19:00:00
MHRL9066,2024-10-14,,2024-10-14 13:20:00
MHWG0837,2024-10-14,2024-10-14 13:20:00,2024-10-14 20:00:00
MHVD2269,2024-10-14,2024-10-14 13:20:00,2024-10-14 19:20:00
MHZH8253,2024-10-14,2024-10-14 13:20:00,2024-10-14 19:00:00
MHVU4361,2024-10-14,2024-10-14 13:20:00,2024-10-14 18:40:00
MHOF2313,2024-10-14,2024-10-14 13:20:00,2024-10-14 19:40:00
MHBE3303,2024-10-14,2024-10-14 13:20:00,2024-10-14 20:00:00
MHHH3507,2024-10-14,2024-10-14 13:20:00,2024-10-14 19:40:00
MHSS6711,2024-10-14,2024-10-14 13:20:00,2024-10-14 19:40:00
MHSI3694,2024-10-14,2024-10-14 13:20:00,2024-10-14 18:40:00
MHEE6611,2024-10-14,2024-10-14 13:20:00,2024-10-14 20:40:00
MHXU9402,2024-10-14,2024-10-14 13:20:00,2024-10-14 20:20:00
MHFG6366,2024-10-14,2024-10-14 13:20:00,2024-10-14 18:20:00
MHOA8616,2024-10-14,2024-10-14 13:20:00,2024-10-14 20:20:00
MHEX6514,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:40:00
MHJR0868,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:40:00
MHMM9057,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:00:00
MHZA2140,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:40:00
MHOC0002,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:00:00
MHOR3225,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:40:00
MHVQ5857,2024-10-14,2024-10-14 13:40:00,2024-10-14 18:40:00
MHLW0830,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:40:00
MHAW2708,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:20:00
MHQU7180,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:40:00
MHEP8026,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:20:00
MHTE3755,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:00:00
MHJM7549,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:00:00
MHBT4095,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:40:00
MHWA5513,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:00:00
MHMY3600,2024-10-14,2024-10-14 13:40:00,2024-10-14 18:40:00
MHKM4984,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:20:00
MHSY7985,2024-10-14,2024-10-14 13:40:00,2024-10-14 18:40:00
MHPU2342,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:00:00
MHZG7669,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:20:00
MHAJ1488,2024-10-14,2024-10-14 13:40:00,2024-10-14 20:40:00
MHHB6663,2024-10-14,2024-10-14 13:40:00,2024-10-14 18:40:00
MHGG3835,2024-10-14,2024-10-14 13:40:00,2024-10-14 18:20:00
MHAG5165,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:40:00
MHQX6002,2024-10-14,2024-10-14 13:40:00,2024-10-14 19:20:00
MHKV9152,2024-10-14,2024-10-14 13:40:00,2024-10-14 18:20:00
MHZJ9713,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:40:00
MHLP2295,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:40:00
MHFY3818,2024-10-14,2024-10-14 14:00:00,2024-10-14 21:00:00
MHGBC833,2024-10-14,,2024-10-14 14:00:00
MHKS9147,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:00:00
MHQK2449,2024-10-14,2024-10-14 14:00:00,2024-10-14 21:00:00
MHMQ3644,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:20:00
MHDJ7363,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:20:00
MHOJ5522,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:40:00
MHHZ5208,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:40:00
MHJA8689,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:00:00
MHXV2298,2024-10-14,2024-10-14 14:00:00,2024-10-14 21:00:00
MHPA7718,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:20:00
MHHS2154,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:20:00
MHWE1158,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:00:00
MHPZ4742,2024-10-14,2024-10-14 14:00:00,2024-10-14 21:00:00
MHMD8781,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:20:00
MHPO4606,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:20:00
MHMK3369,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:00:00
MHSZ3455,2024-10-14,2024-10-14 14:00:00,2024-10-14 19:20:00
MHHH4786,2024-10-14,2024-10-14 14:00:00,2024-10-14 21:00:00
MHKL5312,2024-10-14,2024-10-14 14:00:00,2024-10-14 20:40:00
MHMQ7079,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:20:00
MHCO8657,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:20:00
MHOS9256,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:40:00
MHVH5854,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:00:00
MHET0301,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:00:00
MHNS9932,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:00:00
MHQM7761,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:40:00
MHDQ3589,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:20:00
MHNW3484,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:00:00
MHKL4004,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:20:00
MHEC7461,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:40:00
MHZM1679,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:00:00
MHRF4477,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:20:00
MHKJ0569,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:00:00
MHLR2533,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:20:00
MHQY3375,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:20:00
MHYF5395,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:00:00
MHSH1202,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:20:00
MHWP3553,2024-10-14,2024-10-14 14:20:00,2024-10-14 21:40:00
MHTL9422,2024-10-14,2024-10-14 14:20:00,2024-10-14 20:00:00
MHVW5301,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:20:00
MHDP5022,2024-10-14,2024-10-14 14:20:00,2024-10-14 19:40:00
MHMZ3877,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:00:00
MHTN4197,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:20:00
MHEH0065,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:20:00
MHUD5973,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHTG0648,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:20:00
MHNO5968,2024-10-14,2024-10-14 14:40:00,2024-10-14 19:40:00
MHZT6249,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:20:00
MHKP4089,2024-10-14,2024-10-14 14:40:00,2024-10-14 19:20:00
MHKH4023,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHKA8763,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:00:00
MHAE6607,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:20:00
MHLL5932,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:20:00
MHPS2270,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:40:00
MHUU2941,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHGU1945,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:20:00
MHGC9579,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:00:00
MHLO3421,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:20:00
MHSK5120,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:20:00
MHMD3807,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHOA1209,2024-10-14,2024-10-14 14:40:00,2024-10-14 20:40:00
MHIW2686,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHJV7127,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHVH2630,2024-10-14,2024-10-14 14:40:00,2024-10-14 19:40:00
MHDT0444,2024-10-14,2024-10-14 14:40:00,2024-10-14 19:40:00
MHYZ6185,2024-10-14,2024-10-14 14:40:00,2024-10-14 21:40:00
MHJG0498,2024-10-14,,2024-10-14 14:40:00
MHDE0862,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:40:00
MHRO9988,2024-10-14,2024-10-14 15:00:00,2024-10-14 19:40:00
MHPV1408,2024-10-14,2024-10-14 15:00:00,2024-10-14 19:40:00
MHWO6397,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:20:00
MHBA1078,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:40:00
MHKL6614,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:20:00
MHJA3510,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:00:00
MHZS1117,2024-10-14,2024-10-14 15:00:00,2024-10-14 19:40:00
MHKP8544,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:40:00
MHJK0904,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:40:00
MHJI2527,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:00:00
MHSY4501,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:20:00
MHDM5165,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:40:00
MHQP1232,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:20:00
MHAB8903,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:00:00
MHSP8885,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:20:00
MHZE1355,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:40:00
MHYZ9669,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:40:00
MHQE5507,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:20:00
MHUF2323,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:00:00
MHRP5789,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:00:00
MHYS0645,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:20:00
MHWY0612,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:00:00
MHYP1244,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:00:00
MHDL7525,2024-10-14,2024-10-14 15:00:00,2024-10-14 20:00:00
MHSM6972,2024-10-14,2024-10-14 15:00:00,2024-10-14 21:20:00
MHVN0684,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:20:00
MHIJ2989,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:20:00
MHXC3889,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:40:00
MHMZ8770,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:00:00
MHPD3794,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:00:00
MHNN5787,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:20:00
MHZA4734,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:00:00
MHPR0898,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:20:00
MHIY4161,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:40:00
MHYQ8472,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:00:00
MHCE4422,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:00:00
MHWB3612,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:20:00
MHOL7678,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:00:00
MHHK6302,2024-10-14,2024-10-14 15:20:00,
MHYB5550,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:00:00
MHPC3042,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:40:00
MHXL5047,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:20:00
MHNM4642,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:00:00
MHNH7459,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:20:00
MHQL5223,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:20:00
MHXH1053,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:20:00
MHKC5337,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:00:00
MHKO8240,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:40:00
MHYZ6145,2024-10-14,2024-10-14 15:20:00,2024-10-14 22:00:00
MHSE4992,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:00:00
MHCD7557,2024-10-14,2024-10-14 15:20:00,2024-10-14 21:40:00
MHJA6789,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:40:00
MHSH1754,2024-10-14,2024-10-14 15:20:00,2024-10-14 20:40:00
MHJO6685,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:00:00
MHSJ5229,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:20:00
MHTN0633,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:00:00
MHBF0131,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:20:00
MHGO7368,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:20:00
MHTQ8881,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:40:00
MHOK7491,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:20:00
MHZC1449,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:00:00
MHCH0044,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:40:00
MHLI0457,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:20:00
MHEE2895,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:20:00
MHKK4240,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:20:00
MHDV4534,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:40:00
MHGF1231,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:40:00
MHVZ4337,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:40:00
MHPD5601,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:20:00
MHCQ3028,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:20:00
MHXQ9693,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:20:00
MHTJ0842,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:40:00
MHDG5034,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:00:00
MHKW4825,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:40:00
MHSB7432,2024-10-14,2024-10-14 15:40:00,2024-10-14 21:40:00
MHQT7840,2024-10-14,2024-10-14 15:40:00,2024-10-14 22:20:00
MHYU5472,2024-10-14,2024-10-14 15:40:00,2024-10-14 20:20:00
MHCH7619,2024-10-14,2024-10-14 16:00:00,
MHSZ9118,2024-10-14,2024-10-14 16:00:00,2024-10-14 23:20:00
MHLW3590,2024-10-14,2024-10-14 16:00:00,2024-10-14 23:00:00
MHZJ8083,2024-10-14,2024-10-14 16:00:00,2024-10-14 23:20:00
MHTN8196,2024-10-14,2024-10-14 16:00:00,2024-10-14 23:00:00
MHHT0412,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:20:00
MHXC7505,2024-10-14,2024-10-14 16:00:00,2024-10-14 20:40:00
MHFE2801,2024-10-14,2024-10-14 16:00:00,2024-10-14 20:40:00
MHGZ4413,2024-10-14,2024-10-14 16:00:00,2024-10-14 22:20:00
MHLX5474,2024-10-14,2024-10-14 16:00:00,2024-10-14 23:00:00
MHKG4209,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:40:00
MHCY6845,2024-10-14,2024-10-14 16:00:00,2024-10-14 23:00:00
MHHW2199,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:20:00
MHTM2266,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:00:00
MHWM9478,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:40:00
MHHU1414,2024-10-14,2024-10-14 16:00:00,2024-10-14 22:20:00
MHSF3269,2024-10-14,2024-10-14 16:00:00,2024-10-14 22:40:00
MHRJ1314,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:40:00
MHWH9257,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:20:00
MHGC0956,2024-10-14,2024-10-14 16:00:00,2024-10-14 20:40:00
MHVF1955,2024-10-14,2024-10-14 16:00:00,2024-10-14 22:00:00
MHSN0232,2024-10-14,2024-10-14 16:00:00,2024-10-14 22:20:00
MHJG0285,2024-10-14,2024-10-14 16:00:00,2024-10-14 22:40:00
MHCC1785,2024-10-14,2024-10-14 16:00:00,2024-10-14 21:20:00
MHCJ3778,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:00:00
MHAO2653,2024-10-14,2024-10-14 16:20:00,2024-10-14 22:20:00
MHGE2169,2024-10-14,2024-10-14 16:20:00,2024-10-14 22:20:00
MHOG9197,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:20:00
MHEI7233,2024-10-14,2024-10-14 16:20:00,2024-10-14 22:00:00
MHPE4059,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:20:00
MHSH0129,2024-10-14,2024-10-14 16:20:00,2024-10-14 21:00:00
MHKT7671,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:20:00
MHTX2998,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:40:00
MHSB3728,2024-10-14,2024-10-14 16:20:00,2024-10-14 21:20:00
MHHA0316,2024-10-14,2024-10-14 16:20:00,2024-10-14 21:20:00
MHNV6329,2024-10-14,2024-10-14 16:20:00,2024-10-14 21:20:00
MHNY6953,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:00:00
MHQW3762,2024-10-14,2024-10-14 16:20:00,2024-10-14 22:40:00
MHTD0260,2024-10-14,2024-10-14 16:20:00,2024-10-14 22:20:00
MHGS0950,2024-10-14,2024-10-14 16:20:00,2024-10-14 23:20:00
MHLN8730,2024-10-14,2024-10-14 16:20:00,2024-10-14 21:20:00
MHEO5534,2024-10-14,2024-10-14 16:20:00,2024-10-14 22:20:00
MHAG0452,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:20:00
MHBN3175,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:20:00
MHOI8338,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:40:00
MHAW1557,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:40:00
MHUZ5365,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:40:00
MHJH7995,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:20:00
MHEZ3774,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:40:00
MHCB1733,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:20:00
MHEH9110,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:20:00
MHAQ8411,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:20:00
MHWD4202,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:20:00
MHMU6412,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:40:00
MHTL3236,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:40:00
MHMY3167,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:40:00
MHPB2465,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:20:00
MHKT9519,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:40:00
MHVT3874,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:20:00
MHBY4860,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:40:00
MHRX3541,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:20:00
MHYY5460,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:40:00
MHEV6867,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:40:00
MHII2981,2024-10-14,2024-10-14 16:40:00,2024-10-14 22:00:00
MHYS2428,2024-10-14,2024-10-14 16:40:00,2024-10-14 23:00:00
MHQZ0658,2024-10-14,2024-10-14 16:40:00,2024-10-14 21:40:00
MHEE8833,2024-10-14,2024-10-14 17:00:00,2024-10-14 22:40:00
MHAE9875,2024-10-14,2024-10-14 17:00:00,2024-10-15 00:00:00
MHVD1937,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:40:00
MHDF6924,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:40:00
MHGZ1957,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:20:00
MHCC4298,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:00:00
MHPV5472,2024-10-14,2024-10-14 17:00:00,2024-10-15 00:00:00
MHKS0479,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:00:00
MHZB1527,2024-10-14,2024-10-14 17:00:00,2024-10-15 00:00:00
MHUX3534,2024-10-14,2024-10-14 17:00:00,2024-10-15 00:00:00
MHST6134,2024-10-14,2024-10-14 17:00:00,2024-10-14 22:40:00
MHGC4623,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:20:00
MHUC5621,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:40:00
MHCL8395,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:40:00
MHSF1547,2024-10-14,2024-10-14 17:00:00,2024-10-15 00:00:00
MHDL4263,2024-10-14,2024-10-14 17:00:00,2024-10-15 00:00:00
MHLM0853,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:00:00
MHVV4679,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:00:00
MHUR7151,2024-10-14,2024-10-14 17:00:00,2024-10-14 22:40:00
MHVO0198,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:00:00
MHZI0179,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:20:00
MHBY2543,2024-10-14,2024-10-14 17:00:00,2024-10-14 23:00:00
MHPL1393,2024-10-14,2024-10-14 17:00:00,2024-10-14 22:00:00
MHDQ1475,2024-10-14,2024-10-14 17:00:00,2024-10-14 22:40:00
MHJC6797,2024-10-14,2024-10-14 17:20:00,2024-10-14 22:40:00
MHXO3627,2024-10-14,2024-10-14 17:20:00,2024-10-14 22:40:00
MHXA6362,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:00:00
MHBF5515,2024-10-14,2024-10-14 17:20:00,2024-10-14 22:00:00
MHQX5894,2024-10-14,2024-10-14 17:20:00,2024-10-15 00:00:00
MHIO7842,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:20:00
MHFJ6208,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:40:00
MHIQ2032,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:00:00
MHEU6827,2024-10-14,2024-10-14 17:20:00,2024-10-14 22:40:00
MHSN4640,2024-10-14,2024-10-14 17:20:00,2024-10-15 00:00:00
MHOG2373,2024-10-14,2024-10-14 17:20:00,2024-10-14 22:00:00
MHYA3995,2024-10-14,2024-10-14 17:20:00,2024-10-15 00:00:00
MHOP3864,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:20:00
MHIG4434,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:40:00
MHCY4238,2024-10-14,2024-10-14 17:20:00,2024-10-14 22:40:00
MHGH4187,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:40:00
MHIW6076,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:20:00
MHUA6947,2024-10-14,2024-10-14 17:20:00,2024-10-15 00:00:00
MHNS2211,2024-10-14,2024-10-14 17:20:00,2024-10-14 23:40:00
